"pair_id","dataset_id","geometry_family","repetition","chart_dim_rule","response_seed_match","fold_seed_match","full_status","screened_status","pair_status","pair_complete","pair_exclusion_reason","truth_rmse_full","truth_rmse_screened","delta_truth_rmse","cv_rmse_full","cv_rmse_screened","delta_cv_rmse","elapsed_full","elapsed_screened","elapsed_ratio_screened_full","support_full","support_screened","lambda_full","lambda_screened","full_candidate_key","screened_candidate_key","screened_evaluated_candidate_keys","screened_evaluated_supports","full_support_in_screened_evaluated_supports","full_candidate_key_in_screened_evaluated_candidates","support_match","lambda_match","full_candidates_evaluated","screened_candidates_evaluated","candidate_key_matching_available"
"LA_D2_RAW_N500__r05__local_auto","LA-D2-RAW-N500","VALENCIA depth2 dCST",5,"local.auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_RAW_N500__r06__auto","LA-D2-RAW-N500","VALENCIA depth2 dCST",6,"auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_RAW_N500__r06__local_auto","LA-D2-RAW-N500","VALENCIA depth2 dCST",6,"local.auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_RAW_N500__r07__auto","LA-D2-RAW-N500","VALENCIA depth2 dCST",7,"auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_RAW_N500__r07__local_auto","LA-D2-RAW-N500","VALENCIA depth2 dCST",7,"local.auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_RAW_N500__r08__auto","LA-D2-RAW-N500","VALENCIA depth2 dCST",8,"auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_RAW_N500__r08__local_auto","LA-D2-RAW-N500","VALENCIA depth2 dCST",8,"local.auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_RAW_N500__r09__auto","LA-D2-RAW-N500","VALENCIA depth2 dCST",9,"auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_RAW_N500__r09__local_auto","LA-D2-RAW-N500","VALENCIA depth2 dCST",9,"local.auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_RAW_N500__r10__auto","LA-D2-RAW-N500","VALENCIA depth2 dCST",10,"auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_RAW_N500__r10__local_auto","LA-D2-RAW-N500","VALENCIA depth2 dCST",10,"local.auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_RAW_N500__r11__auto","LA-D2-RAW-N500","VALENCIA depth2 dCST",11,"auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_RAW_N500__r11__local_auto","LA-D2-RAW-N500","VALENCIA depth2 dCST",11,"local.auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_RAW_N500__r12__auto","LA-D2-RAW-N500","VALENCIA depth2 dCST",12,"auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_RAW_N500__r12__local_auto","LA-D2-RAW-N500","VALENCIA depth2 dCST",12,"local.auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_RAW_N500__r13__auto","LA-D2-RAW-N500","VALENCIA depth2 dCST",13,"auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_RAW_N500__r13__local_auto","LA-D2-RAW-N500","VALENCIA depth2 dCST",13,"local.auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_RAW_N500__r14__auto","LA-D2-RAW-N500","VALENCIA depth2 dCST",14,"auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_RAW_N500__r14__local_auto","LA-D2-RAW-N500","VALENCIA depth2 dCST",14,"local.auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_RAW_N500__r15__auto","LA-D2-RAW-N500","VALENCIA depth2 dCST",15,"auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_RAW_N500__r15__local_auto","LA-D2-RAW-N500","VALENCIA depth2 dCST",15,"local.auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_RAW_N500__r16__auto","LA-D2-RAW-N500","VALENCIA depth2 dCST",16,"auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_RAW_N500__r16__local_auto","LA-D2-RAW-N500","VALENCIA depth2 dCST",16,"local.auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_RAW_N500__r17__auto","LA-D2-RAW-N500","VALENCIA depth2 dCST",17,"auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_RAW_N500__r17__local_auto","LA-D2-RAW-N500","VALENCIA depth2 dCST",17,"local.auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_RAW_N500__r18__auto","LA-D2-RAW-N500","VALENCIA depth2 dCST",18,"auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_RAW_N500__r18__local_auto","LA-D2-RAW-N500","VALENCIA depth2 dCST",18,"local.auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_RAW_N500__r19__auto","LA-D2-RAW-N500","VALENCIA depth2 dCST",19,"auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_RAW_N500__r19__local_auto","LA-D2-RAW-N500","VALENCIA depth2 dCST",19,"local.auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_RAW_N500__r20__auto","LA-D2-RAW-N500","VALENCIA depth2 dCST",20,"auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_RAW_N500__r20__local_auto","LA-D2-RAW-N500","VALENCIA depth2 dCST",20,"local.auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_HC_TOP1_N500__r01__auto","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",1,"auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_HC_TOP1_N500__r01__local_auto","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",1,"local.auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_HC_TOP1_N500__r02__auto","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",2,"auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_HC_TOP1_N500__r02__local_auto","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",2,"local.auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_HC_TOP1_N500__r03__auto","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",3,"auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_HC_TOP1_N500__r03__local_auto","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",3,"local.auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_HC_TOP1_N500__r04__auto","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",4,"auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_HC_TOP1_N500__r04__local_auto","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",4,"local.auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_HC_TOP1_N500__r05__auto","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",5,"auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_HC_TOP1_N500__r05__local_auto","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",5,"local.auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_HC_TOP1_N500__r06__auto","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",6,"auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_HC_TOP1_N500__r06__local_auto","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",6,"local.auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_HC_TOP1_N500__r07__auto","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",7,"auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_HC_TOP1_N500__r07__local_auto","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",7,"local.auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_HC_TOP1_N500__r08__auto","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",8,"auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_HC_TOP1_N500__r08__local_auto","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",8,"local.auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_HC_TOP1_N500__r09__auto","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",9,"auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_HC_TOP1_N500__r09__local_auto","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",9,"local.auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_HC_TOP1_N500__r10__auto","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",10,"auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_HC_TOP1_N500__r10__local_auto","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",10,"local.auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_HC_TOP1_N500__r11__auto","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",11,"auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_HC_TOP1_N500__r11__local_auto","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",11,"local.auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_HC_TOP1_N500__r12__auto","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",12,"auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_HC_TOP1_N500__r12__local_auto","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",12,"local.auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_HC_TOP1_N500__r13__auto","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",13,"auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_HC_TOP1_N500__r13__local_auto","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",13,"local.auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_HC_TOP1_N500__r14__auto","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",14,"auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_HC_TOP1_N500__r14__local_auto","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",14,"local.auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_HC_TOP1_N500__r15__auto","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",15,"auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_HC_TOP1_N500__r15__local_auto","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",15,"local.auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_HC_TOP1_N500__r16__auto","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",16,"auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_HC_TOP1_N500__r16__local_auto","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",16,"local.auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_HC_TOP1_N500__r17__auto","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",17,"auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_HC_TOP1_N500__r17__local_auto","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",17,"local.auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_HC_TOP1_N500__r18__auto","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",18,"auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_HC_TOP1_N500__r18__local_auto","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",18,"local.auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_HC_TOP1_N500__r19__auto","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",19,"auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_HC_TOP1_N500__r19__local_auto","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",19,"local.auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_HC_TOP1_N500__r20__auto","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",20,"auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D2_HC_TOP1_N500__r20__local_auto","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",20,"local.auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D3_RAW_N500__r01__auto","LA-D3-RAW-N500","VALENCIA depth3 dCST",1,"auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D3_RAW_N500__r01__local_auto","LA-D3-RAW-N500","VALENCIA depth3 dCST",1,"local.auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D3_RAW_N500__r02__auto","LA-D3-RAW-N500","VALENCIA depth3 dCST",2,"auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D3_RAW_N500__r02__local_auto","LA-D3-RAW-N500","VALENCIA depth3 dCST",2,"local.auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
"LA_D3_RAW_N500__r03__auto","LA-D3-RAW-N500","VALENCIA depth3 dCST",3,"auto",TRUE,TRUE,"not_started","not_started","incomplete",FALSE,"full=not_started; screened=not_started",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
